"GEO_ID","NAME","B25077_001E","B25077_001M","X"
"1400000US53033030313","Census Tract 303.13; King County; Washington","207600","32085",NA
"1400000US53033030314","Census Tract 303.14; King County; Washington","311900","70770",NA
"1400000US53033030403","Census Tract 304.03; King County; Washington","459800","30910",NA
"1400000US53033030404","Census Tract 304.04; King County; Washington","562900","32487",NA
"1400000US53033030405","Census Tract 304.05; King County; Washington","588200","42506",NA
"1400000US53033030406","Census Tract 304.06; King County; Washington","496900","74914",NA
"1400000US53033030407","Census Tract 304.07; King County; Washington","610900","52115",NA
"1400000US53033030501","Census Tract 305.01; King County; Washington","319700","118325",NA
"1400000US53033030503","Census Tract 305.03; King County; Washington","470300","100227",NA
"1400000US53033030504","Census Tract 305.04; King County; Washington","354200","41803",NA
"1400000US53033030600","Census Tract 306; King County; Washington","459400","32871",NA
"1400000US53033030700","Census Tract 307; King County; Washington","378500","22859",NA
"1400000US53033030801","Census Tract 308.01; King County; Washington","85100","23826",NA
"1400000US53033030802","Census Tract 308.02; King County; Washington","450700","31291",NA
"1400000US53033030901","Census Tract 309.01; King County; Washington","426200","26292",NA
"1400000US53033030902","Census Tract 309.02; King County; Washington","421900","62673",NA
"1400000US53033031000","Census Tract 310; King County; Washington","601000","25354",NA
"1400000US53033031101","Census Tract 311.01; King County; Washington","416900","45087",NA
"1400000US53033031102","Census Tract 311.02; King County; Washington","331700","250455",NA
"1400000US53033031202","Census Tract 312.02; King County; Washington","658000","67652",NA
"1400000US53033031204","Census Tract 312.04; King County; Washington","665400","49671",NA
"1400000US53033031206","Census Tract 312.06; King County; Washington","502600","58616",NA
"1400000US53033031207","Census Tract 312.07; King County; Washington","651400","35651",NA
"1400000US53033031208","Census Tract 312.08; King County; Washington","545200","47986",NA
"1400000US53033031301","Census Tract 313.01; King County; Washington","625000","48952",NA
"1400000US53033031302","Census Tract 313.02; King County; Washington","514400","51184",NA
"1400000US53033031400","Census Tract 314; King County; Washington","540500","51918",NA
"1400000US53033031501","Census Tract 315.01; King County; Washington","690600","75407",NA
"1400000US53033031502","Census Tract 315.02; King County; Washington","591600","76932",NA
"1400000US53033031601","Census Tract 316.01; King County; Washington","707400","48324",NA
"1400000US53033031603","Census Tract 316.03; King County; Washington","757800","49173",NA
"1400000US53033031604","Census Tract 316.04; King County; Washington","666000","28001",NA
"1400000US53033031605","Census Tract 316.05; King County; Washington","895100","126001",NA
"1400000US53033031704","Census Tract 317.04; King County; Washington","538300","46831",NA
"1400000US53033031705","Census Tract 317.05; King County; Washington","640000","26718",NA
"1400000US53033031707","Census Tract 317.07; King County; Washington","768700","66751",NA
"1400000US53033031708","Census Tract 317.08; King County; Washington","427300","170653",NA
"1400000US53033031709","Census Tract 317.09; King County; Washington","649800","29730",NA
"1400000US53033031710","Census Tract 317.10; King County; Washington","586100","40654",NA
"1400000US53033031800","Census Tract 318; King County; Washington","685600","35118",NA
"1400000US53033031904","Census Tract 319.04; King County; Washington","866400","120095",NA
"1400000US53033031906","Census Tract 319.06; King County; Washington","721500","75055",NA
"1400000US53033031908","Census Tract 319.08; King County; Washington","555100","112199",NA
"1400000US53033031909","Census Tract 319.09; King County; Washington","718400","49559",NA
"1400000US53033031910","Census Tract 319.10; King County; Washington","626600","30978",NA
"1400000US53033031911","Census Tract 319.11; King County; Washington","689200","32425",NA
"1400000US53033031912","Census Tract 319.12; King County; Washington","645300","60015",NA
"1400000US53033031913","Census Tract 319.13; King County; Washington","797300","91919",NA
"1400000US53033032002","Census Tract 320.02; King County; Washington","868800","59499",NA
"1400000US53033032003","Census Tract 320.03; King County; Washington","907200","46402",NA
"1400000US53033032005","Census Tract 320.05; King County; Washington","495400","39745",NA
"1400000US53033032006","Census Tract 320.06; King County; Washington","652300","36528",NA
"1400000US53033032007","Census Tract 320.07; King County; Washington","806400","80439",NA
"1400000US53033032008","Census Tract 320.08; King County; Washington","608800","47479",NA
"1400000US53033032010","Census Tract 320.10; King County; Washington","677500","27640",NA
"1400000US53033032011","Census Tract 320.11; King County; Washington","705000","43143",NA
"1400000US53033032102","Census Tract 321.02; King County; Washington","932700","46627",NA
"1400000US53033032103","Census Tract 321.03; King County; Washington","873100","48558",NA
"1400000US53033032104","Census Tract 321.04; King County; Washington","993700","79724",NA
"1400000US53033032207","Census Tract 322.07; King County; Washington","1408800","245041",NA
"1400000US53033032211","Census Tract 322.11; King County; Washington","1079300","60412",NA
"1400000US53033032213","Census Tract 322.13; King County; Washington","1301700","154339",NA
"1400000US53033032215","Census Tract 322.15; King County; Washington","1575600","60727",NA
"1400000US53033032216","Census Tract 322.16; King County; Washington","1064800","197034",NA
"1400000US53033032217","Census Tract 322.17; King County; Washington","1434200","77914",NA
"1400000US53033032218","Census Tract 322.18; King County; Washington","881500","140981",NA
"1400000US53033032219","Census Tract 322.19; King County; Washington","1210000","381358",NA
"1400000US53033032220","Census Tract 322.20; King County; Washington","876900","139739",NA
"1400000US53033032221","Census Tract 322.21; King County; Washington","1473900","186915",NA
"1400000US53033032222","Census Tract 322.22; King County; Washington","1007200","123166",NA
"1400000US53033032223","Census Tract 322.23; King County; Washington","1132000","60453",NA
"1400000US53033032224","Census Tract 322.24; King County; Washington","1425600","196218",NA
"1400000US53033032225","Census Tract 322.25; King County; Washington","1157900","69696",NA
"1400000US53033032307","Census Tract 323.07; King County; Washington","982200","71166",NA
"1400000US53033032311","Census Tract 323.11; King County; Washington","1171200","124801",NA
"1400000US53033032313","Census Tract 323.13; King County; Washington","918100","126050",NA
"1400000US53033032315","Census Tract 323.15; King County; Washington","1146900","40575",NA
"1400000US53033032316","Census Tract 323.16; King County; Washington","1341800","88091",NA
"1400000US53033032317","Census Tract 323.17; King County; Washington","1128000","60517",NA
"1400000US53033032318","Census Tract 323.18; King County; Washington","1228400","68293",NA
"1400000US53033032319","Census Tract 323.19; King County; Washington","911100","141829",NA
"1400000US53033032320","Census Tract 323.20; King County; Washington","1300400","100159",NA
"1400000US53033032321","Census Tract 323.21; King County; Washington","1642600","95741",NA
"1400000US53033032322","Census Tract 323.22; King County; Washington","1166400","53425",NA
"1400000US53033032323","Census Tract 323.23; King County; Washington","1143200","58255",NA
"1400000US53033032324","Census Tract 323.24; King County; Washington","1065400","63184",NA
"1400000US53033032325","Census Tract 323.25; King County; Washington","1003300","129500",NA
"1400000US53033032326","Census Tract 323.26; King County; Washington","1541100","194634",NA
"1400000US53033032327","Census Tract 323.27; King County; Washington","1056100","49046",NA
"1400000US53033032328","Census Tract 323.28; King County; Washington","1469600","201848",NA
"1400000US53033032330","Census Tract 323.30; King County; Washington","899300","30667",NA
"1400000US53033032331","Census Tract 323.31; King County; Washington","-","**",NA
"1400000US53033032332","Census Tract 323.32; King County; Washington","1169700","58578",NA
"1400000US53033032333","Census Tract 323.33; King County; Washington","1047600","218647",NA
"1400000US53033032401","Census Tract 324.01; King County; Washington","737700","65254",NA
"1400000US53033032402","Census Tract 324.02; King County; Washington","711800","57519",NA
"1400000US53033032500","Census Tract 325; King County; Washington","886800","52927",NA
"1400000US53033032601","Census Tract 326.01; King County; Washington","874400","91969",NA
"1400000US53033032603","Census Tract 326.03; King County; Washington","1142200","114264",NA
"1400000US53033032604","Census Tract 326.04; King County; Washington","830800","75160",NA
"1400000US53033032605","Census Tract 326.05; King County; Washington","892500","70020",NA
"1400000US53033032703","Census Tract 327.03; King County; Washington","698600","67526",NA
"1400000US53033032704","Census Tract 327.04; King County; Washington","899000","47489",NA
"1400000US53033032705","Census Tract 327.05; King County; Washington","736200","63600",NA
"1400000US53033032706","Census Tract 327.06; King County; Washington","730000","64397",NA
"1400000US53033032800","Census Tract 328; King County; Washington","764600","144979",NA
"1400000US53033990100","Census Tract 9901; King County; Washington","-","**",NA
